time,value
2019-03-14 23:52:10,7983.0
2019-03-14 23:52:20,7983.0
2019-03-14 23:52:30,7983.0
2019-03-14 23:52:40,7983.0
2019-03-14 23:52:50,7983.0
2019-03-14 23:53:00,7983.0
2019-03-14 23:53:10,7983.0
2019-03-14 23:53:20,7983.0
2019-03-14 23:53:30,7983.0
2019-03-14 23:53:40,7983.0
2019-03-14 23:53:50,7983.0
2019-03-14 23:54:00,7983.0
2019-03-14 23:54:10,7983.0
2019-03-14 23:54:20,7983.0
2019-03-14 23:54:30,7983.0
2019-03-14 23:54:40,7983.0
2019-03-14 23:54:50,7983.0
2019-03-14 23:55:00,7983.0
2019-03-14 23:55:10,7983.0
2019-03-14 23:55:20,7983.0
2019-03-14 23:55:30,7983.0
2019-03-14 23:55:40,7983.0
2019-03-14 23:55:50,7983.0
2019-03-14 23:56:00,7983.0
2019-03-14 23:56:10,7983.0
2019-03-14 23:56:20,7983.0
2019-03-14 23:56:30,7983.0
2019-03-14 23:56:40,7983.0
2019-03-14 23:56:50,7983.0
2019-03-14 23:57:00,7983.0
2019-03-14 23:57:10,7983.0
2019-03-14 23:57:20,7983.0
2019-03-14 23:57:30,7983.0
2019-03-14 23:57:40,7983.0
2019-03-14 23:57:50,7983.0
2019-03-14 23:58:00,7983.0
2019-03-14 23:58:10,7983.0
2019-03-14 23:58:20,7983.0
2019-03-14 23:58:30,7983.0
2019-03-14 23:58:40,7983.0
2019-03-14 23:58:50,7983.0
2019-03-14 23:59:00,7983.0
2019-03-14 23:59:10,7983.0
2019-03-14 23:59:20,7983.0
2019-03-14 23:59:30,7983.0
2019-03-14 23:59:40,7983.0
2019-03-14 23:59:50,7983.0
2019-03-15 00:00:00,7983.0
2019-03-15 00:00:10,7983.0
2019-03-15 00:00:20,7983.0
2019-03-15 00:00:30,7983.0
2019-03-15 00:00:40,7983.0
2019-03-15 00:00:50,7983.0
2019-03-15 00:01:00,7983.0
2019-03-15 00:01:10,7983.0
2019-03-15 00:01:20,7983.0
2019-03-15 00:01:30,7983.0
2019-03-15 00:01:40,7983.0
2019-03-15 00:01:50,7983.0
2019-03-15 00:02:00,7983.0
2019-03-15 00:02:10,7983.0
2019-03-15 00:02:20,7983.0
2019-03-15 00:02:30,7983.0
2019-03-15 00:02:40,7983.0
2019-03-15 00:02:50,7983.0
2019-03-15 00:03:00,7983.0
2019-03-15 00:03:10,7983.0
2019-03-15 00:03:20,7983.0
2019-03-15 00:03:30,7983.0
2019-03-15 00:03:40,7983.0
2019-03-15 00:03:50,7983.0
2019-03-15 00:04:00,7983.0
2019-03-15 00:04:10,7983.0
2019-03-15 00:04:20,7983.0
2019-03-15 00:04:30,7983.0
2019-03-15 00:04:40,7983.0
2019-03-15 00:04:50,7983.0
2019-03-15 00:05:00,7983.0
2019-03-15 00:05:10,7983.0
2019-03-15 00:05:20,7983.0
2019-03-15 00:05:30,7983.0
2019-03-15 00:05:40,7983.0
2019-03-15 00:05:50,7983.0
2019-03-15 00:06:00,7983.0
2019-03-15 00:06:10,7983.0
2019-03-15 00:06:20,7983.0
2019-03-15 00:06:30,7983.0
2019-03-15 00:06:40,7983.0
2019-03-15 00:06:50,7983.0
2019-03-15 00:07:00,7983.0
2019-03-15 00:07:10,7983.0
2019-03-15 00:07:20,7983.0
2019-03-15 00:07:30,7983.0
2019-03-15 00:07:40,7983.0
2019-03-15 00:07:50,7983.0
2019-03-15 00:08:00,7983.0
2019-03-15 00:08:10,7983.0
2019-03-15 00:08:20,7983.0
2019-03-15 00:08:30,7983.0
2019-03-15 00:08:40,7983.0
2019-03-15 00:08:50,7983.0
2019-03-15 00:09:00,7983.0
2019-03-15 00:09:10,7983.0
2019-03-15 00:09:20,7983.0
2019-03-15 00:09:30,7983.0
2019-03-15 00:09:40,7983.0
2019-03-15 00:09:50,7983.0
2019-03-15 00:10:00,7983.0
2019-03-15 00:10:10,7983.0
2019-03-15 00:10:20,7983.0
2019-03-15 00:10:30,7983.0
2019-03-15 00:10:40,7983.0
2019-03-15 00:10:50,7983.0
2019-03-15 00:11:00,7983.0
2019-03-15 00:11:10,7983.0
2019-03-15 00:11:20,7983.0
2019-03-15 00:11:30,7983.0
2019-03-15 00:11:40,7983.0
2019-03-15 00:11:50,7983.0
2019-03-15 00:12:00,7983.0
2019-03-15 00:12:10,7983.0
2019-03-15 00:12:20,7983.0
2019-03-15 00:12:30,7983.0
2019-03-15 00:12:40,7983.0
2019-03-15 00:12:50,7983.0
2019-03-15 00:13:00,7983.0
2019-03-15 00:13:10,7983.0
2019-03-15 00:13:20,7983.0
2019-03-15 00:13:30,7983.0
2019-03-15 00:13:40,7983.0
2019-03-15 00:13:50,7983.0
2019-03-15 00:14:00,7983.0
2019-03-15 00:14:10,7983.0
2019-03-15 00:14:20,7983.0
2019-03-15 00:14:30,7983.0
2019-03-15 00:14:40,7983.0
2019-03-15 00:14:50,7983.0
2019-03-15 00:15:00,7983.0
2019-03-15 00:15:10,7983.0
2019-03-15 00:15:20,7983.0
2019-03-15 00:15:30,7983.0
2019-03-15 00:15:40,7983.0
2019-03-15 00:15:50,7983.0
2019-03-15 00:16:00,7983.0
2019-03-15 00:16:10,7983.0
2019-03-15 00:16:20,7983.0
2019-03-15 00:16:30,7983.0
2019-03-15 00:16:40,7983.0
2019-03-15 00:16:50,7983.0
2019-03-15 00:17:00,7983.0
2019-03-15 00:17:10,7983.0
2019-03-15 00:17:20,7983.0
2019-03-15 00:17:30,7983.0
2019-03-15 00:17:40,7983.0
2019-03-15 00:17:50,7983.0
2019-03-15 00:18:00,7983.0
2019-03-15 00:18:10,7983.0
2019-03-15 00:18:20,7983.0
2019-03-15 00:18:30,7983.0
2019-03-15 00:18:40,7983.0
2019-03-15 00:18:50,7983.0
2019-03-15 00:19:00,7983.0
2019-03-15 00:19:10,7983.0
2019-03-15 00:19:20,7983.0
2019-03-15 00:19:30,7983.0
2019-03-15 00:19:40,7983.0
2019-03-15 00:19:50,7983.0
2019-03-15 00:20:00,7983.0
2019-03-15 00:20:10,7983.0
2019-03-15 00:20:20,7983.0
2019-03-15 00:20:30,7983.0
2019-03-15 00:20:40,7983.0
2019-03-15 00:20:50,7983.0
2019-03-15 00:21:00,7983.0
2019-03-15 00:21:10,7983.0
2019-03-15 00:21:20,7983.0
2019-03-15 00:21:30,7983.0
2019-03-15 00:21:40,7983.0
2019-03-15 00:21:50,7983.0
2019-03-15 00:22:00,7983.0
2019-03-15 00:22:10,7983.0
2019-03-15 00:22:20,7983.0
2019-03-15 00:22:30,7983.0
2019-03-15 00:22:40,7983.0
2019-03-15 00:22:50,7983.0
2019-03-15 00:23:00,7983.0
2019-03-15 00:23:10,7983.0
2019-03-15 00:23:20,7983.0
2019-03-15 00:23:30,7983.0
2019-03-15 00:23:40,7983.0
2019-03-15 00:23:50,7983.0
2019-03-15 00:24:00,7983.0
2019-03-15 00:24:10,7983.0
2019-03-15 00:24:20,7983.0
2019-03-15 00:24:30,7983.0
2019-03-15 00:24:40,7983.0
2019-03-15 00:24:50,7983.0
2019-03-15 00:25:00,7983.0
2019-03-15 00:25:10,7983.0
2019-03-15 00:25:20,7983.0
2019-03-15 00:25:30,7983.0
2019-03-15 00:25:40,7983.0
2019-03-15 00:25:50,7983.0
2019-03-15 00:26:00,7983.0
2019-03-15 00:26:10,7983.0
2019-03-15 00:26:20,7983.0
2019-03-15 00:26:30,7983.0
2019-03-15 00:26:40,7983.0
2019-03-15 00:26:50,7983.0
2019-03-15 00:27:00,7983.0
2019-03-15 00:27:10,7983.0
2019-03-15 00:27:20,7983.0
2019-03-15 00:27:30,7983.0
2019-03-15 00:27:40,7983.0
2019-03-15 00:27:50,7983.0
2019-03-15 00:28:00,7983.0
2019-03-15 00:28:10,7983.0
2019-03-15 00:28:20,7983.0
2019-03-15 00:28:30,7983.0
2019-03-15 00:28:40,7983.0
2019-03-15 00:28:50,7983.0
2019-03-15 00:29:00,7983.0
2019-03-15 00:29:10,7983.0
2019-03-15 00:29:20,7983.0
2019-03-15 00:29:30,7983.0
2019-03-15 00:29:40,7983.0
2019-03-15 00:29:50,7983.0
2019-03-15 00:30:00,7983.0
2019-03-15 00:30:10,7983.0
2019-03-15 00:30:20,7983.0
2019-03-15 00:30:30,7983.0
2019-03-15 00:30:40,7983.0
2019-03-15 00:30:50,7983.0
2019-03-15 00:31:00,7983.0
2019-03-15 00:31:10,7983.0
2019-03-15 00:31:20,7983.0
2019-03-15 00:31:30,7983.0
2019-03-15 00:31:40,7983.0
2019-03-15 00:31:50,7983.0
2019-03-15 00:32:00,7983.0
2019-03-15 00:32:10,7983.0
